"Disaster Number","State","County","Program Area","Project Identifier","Application ID","Primary Hazard","Type","Project Title","Project Counties","Status","Subgrantee","Cost Share Percentage","Federal Share Proposed","Project Amount","Federal Share Obligated","Non Federal Share","Date Initially Approved","Date Awarded","Date Approved","Date Closed","Subgrantee Tribal Indicator","Phased Project","Date Received","Date Submitted","Environmental Document Type"
"4382","California","Monterey","HMGP","DR-4382-0016-P","25","","91.5: Local Multijurisdictional Multihazard Mitigation Plan - UPDATE","7% Monterey County LMJMHMP - UPDATE","MONTEREY","Approved","Monterey (County)","0.75","234000","312000","234000","78000","2020/05/20 00:00:00","","2021/12/16 00:00:00","","No","No","2021/12/13 00:00:00","2021/12/13 00:00:00","CATEX"
"4382","California","Marin","HMGP","DR-4382-0008-R","290","Fire","300.2: Vegetation Management - Wildfire","San Rafael, City of, Hazardous Fuels Reduction Project","MARIN","Approved","San Rafael","0.75","179382.75","239177","179382.75","59794.25","2021/09/20 00:00:00","","2022/01/31 00:00:00","","No","No","2022/01/04 00:00:00","2022/01/04 00:00:00","EA"
"4357","American Samoa","Western","HMGP","DR-4357-0003-R","2","Flood","403.1: Stormwater Management - Culverts","Fagaima Flood Mitigation Project","WESTERN","Approved","DEPARTMENT OF PUBLIC WORKS","0.3707715","3165018.98","8536306","3165018.98","5371287.02","2021/08/26 00:00:00","","2021/08/26 00:00:00","","No","No","2019/06/05 00:00:00","2020/03/03 00:00:00","CATEX"
"5278","California","Los Angeles","HMGP","DR-5278-0002","452","","602.1: Other Equipment Purchase and Installation","Agoura Hills Hydroseed City Owned Hillsides","LOS ANGELES","Withdrawn","Agoura Hills","0.75","22311","29748","","7437","","","","","No","","","2020/03/25 00:00:00",""
"4240","California","Marin","HMGP","DR-4240-0053","26","Flood","200.1: Acquisition of Private Real Property (Structures and Land) - Riverine","**Town of San Anselmo - Acquisition of Bridge Building 2","MARIN","Closed","San Anselmo","0.696315","3000003.55","4308400","","1308396","","","","2021/07/28 20:42:32","No","","","2016/09/16 00:00:00",""
"4425","California","Riverside","HMGP","DR-4425-0001-P","1","","93.3: Tribal Multihazard Mitigation Plan - UPDATE","7% Soboba Tribal Multihazard Mitigation Plan Update","RIVERSIDE","Approved","Soboba Indian Reservation","0.75","37500","50000","37500","12500","2020/04/07 00:00:00","","2021/01/19 00:00:00","","Yes","No","2021/01/19 00:00:00","2021/01/19 00:00:00","CATEX"
"4382","California","El Dorado","HMGP","DR-4382-0023-P","266","","91.2: Local Multihazard Mitigation Plan - NEW","7% Tahoe Basin LMHMP - NEW","EL DORADO","Approved","TAHOE TRANSPORTATION DISTRICT (ALSO IN NV)","0.75","130968.75","174625","130968.75","43656","2020/04/07 00:00:00","","2020/04/07 00:00:00","","No","No","2020/03/26 00:00:00","2019/08/02 00:00:00","CATEX"
"4434","California","Sonoma","HMGP","DR-4434-0010-R","708","Flood","403.1: Stormwater Management - Culverts","Sonoma County Rio Nido Culvert Installations Project","SONOMA","Pending","Sonoma (County)","0.75","83924.25","111899","","27974.75","","","","","No","No","2020/11/02 00:00:00","2020/07/28 00:00:00","CATEX"
"1660","Arizona","Statewide","HMGP","DR-1660-0001-M","1","","700.1: Management Costs - Salaries","State Management Costs","STATEWIDE","Closed","Statewide","0.75","99999.75","133333","100000","33333","2007/05/04 00:00:00","","2008/02/28 00:00:00","2016/02/26 00:00:00","No","","2008/02/28 00:00:00","2008/02/28 00:00:00","CATEX"
"1529","California","San Joaquin","HMGP","DR-1529-0004-R","1","Dam/Levee Break","103.1: Feasibility, Engineering and Design Studies","Dept. of Water Resources - Delta Levees Subvention Program","SACRAMENTO; SAN JOAQUIN","Closed","DEPARTMENT OF WATER RESOURCES","0.71","654440.37","921747","654440","267307","2005/09/20 00:00:00","","2011/02/01 00:00:00","2011/02/01 00:00:00","No","","2011/02/01 00:00:00","2011/02/01 00:00:00","CATEX"
"1541","Northern Mariana Islands","Rota","HMGP","DR-1541-0007-R","8","Typhoon","205.8: Retrofitting Public Structures - Wind","DPS-Rota Fire Station Harden Roof/Shutters Project","ROTA","Closed","DEPT. OF PUBLIC SAFETY","0.9","151320.6","168134","151321","16813","2006/08/29 00:00:00","","2013/04/19 00:00:00","2014/02/03 22:10:01","No","","2013/04/19 00:00:00","2013/04/19 00:00:00","CATEX"
"4240","California","Calaveras","HMGP","DR-4240-0003-R","3","Mud/Landslide","300.2: Vegetation Management - Wildfire","2015 Butte Fire/Calaveras River Watershed Hazard Mitigation","CALAVERAS","Closed","Calaveras (County)","0.75","2974335","3965780","0","991445","","","2018/03/26 00:00:00","2018/08/21 16:01:55","No","No","2016/02/02 00:00:00","2016/02/01 00:00:00","EA"
"4398","Guam","Guam","HMGP","DR-4398-0004-P","5","","92.2: State Multihazard Mitigation Plan - UPDATE","GHS-OCD, 7% Hazards Data and Risk Analysis, 2019 Guam HM Plan Update","GUAM","Approved","Statewide","0.75","80247","106996","80247","26749","2021/03/26 00:00:00","","2021/03/26 00:00:00","","No","No","2021/01/22 00:00:00","2021/01/22 00:00:00","CATEX"
"4382","California","Amador","HMGP","DR-4382-0039-R","40","Fire","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Amador Water Agency, LaMel Pump Station Fire Resistance Retrofit Project","AMADOR","Approved","AMADOR WATER AGENCY","0.75","419940","559920","419940","139980","2022/01/13 00:00:00","","2022/01/13 00:00:00","","No","No","2020/04/13 00:00:00","2019/08/02 00:00:00","CATEX"
"1446","Guam","Guam","HMGP","DR-1446-0013-R","21","Typhoon","205.8: Retrofitting Public Structures - Wind","MCOG Hardening of Mayors Office and Village Community Centers","GUAM","Closed","MAYORS' COUNCIL OF GUAM","0.9","65828.7","73143","65828","7314","2004/11/22 00:00:00","","2010/04/15 00:00:00","2013/12/05 18:11:25","No","","2010/04/14 00:00:00","2010/04/14 00:00:00","CATEX"
"1611","Northern Mariana Islands","Saipan","HMGP","DR-1611-0006-R","6","Typhoon","400.1: Utility Protective Measures (Electric, Gas, etc.)","CIP-Harden Generator Shelter","SAIPAN","Closed","CAPITAL IMPROVEMENT PROGRAM OFFICE, CIP","1","0","0","0","0","","","2013/04/18 00:00:00","2014/12/05 22:25:20","No","","2013/04/18 00:00:00","2013/04/18 00:00:00","CATEX"
"4240","California","Kern","HMGP","DR-4240-0039-F","51","Flood","601.1: Generators","5%-Bakersfield - Emergency Generators at Beach Park & Pistol Range Stations","KERN","Closed","Bakersfield","0.75","281324.25","375099","281324","93775","2017/02/03 00:00:00","","2019/03/12 00:00:00","2019/03/12 00:00:00","No","No","2019/03/07 00:00:00","2019/03/07 00:00:00","CATEX"
"4382","California","Riverside","HMGP","DR-4382-0041","606","","800.1: Miscellaneous"," + Coachella VWD, East Side Dike Improvement Project","RIVERSIDE","Pending","COACHELLA VALLEY WATER DISTRICT","0.75","2925000","3900000","","975000","","","","","No","","","2019/08/02 00:00:00",""
"4434","California","El Dorado","HMGP","DR-4434-0024-R","24","Flood","403.1: Stormwater Management - Culverts","SMUD, Upper American River Project Culvert Upsizing","EL DORADO","Approved","SACRAMENTO MUNICIPAL UTILITY DISTRICT","0.75","317250","423000","317250","105750","2021/01/04 00:00:00","","2021/12/17 00:00:00","","No","No","2021/12/13 00:00:00","2021/12/13 00:00:00","CATEX"
"971","Marshall Islands","Statewide","HMGP","DR-0971-0001-R","","","400.1: Utility Protective Measures (Electric, Gas, etc.)","INSTALLATION OF PEACESAT RADOME.","STATEWIDE","Closed","PEACESAT (HM)","0.49999039","26020","52041","26020","26021","","","1995/07/13 00:00:00","1999/03/02 00:00:00","","","1994/08/03 00:00:00","","CATEX"
"1192","Northern Mariana Islands","","HMGP","DR-1192-001-R","","","401.1: Water and Sanitary Sewer System Protective Measures","CUC Water Supply Augmentation Project","SAIPAN, TINIAN AND ROTA","Approved","COMMONWEALTH UTILITY","0.90000063","855708","950786","855708","95078","","","1999/03/19 00:00:00","2002/04/17 00:00:00","","","1999/02/01 00:00:00","","CATEX"
"1192","Northern Mariana Islands","","HMGP","DR-1192-0004-R","","","205.8: Retrofitting Public Structures - Wind","Retrofit of Department of Finance Buildings","NOT APPLICABLE","Approved","COMMONWEALTH UTILITY","0.9","14103","15670","14103","1567","","","1999/01/22 00:00:00","2000/06/05 00:00:00","","","1998/08/10 00:00:00","","CATEX"
"1192","Northern Mariana Islands","","HMGP","DR-1192-0006-R","","","600.1: Warning Systems (as a Component of a Planned, Adopted, and Exercised Risk Reduction Plan)","Warning System-Rota, CNMI","NOT APPLICABLE","Approved","COMMONWEALTH UTILITY","0.90007822","4603","5114","4603","511","","","1999/03/08 00:00:00","2003/04/01 00:00:00","","","1998/11/03 00:00:00","","CATEX"
"1192","Northern Mariana Islands","","HMGP","DR-1192-0002-R","","","400.1: Utility Protective Measures (Electric, Gas, etc.)","Connect Island Power to Communications Tower","NOT APPLICABLE","Approved","COMMONWEALTH UTILITY","0.90000592","45606","50673","45606","5067","","","1998/12/07 00:00:00","2001/04/20 00:00:00","","","1998/08/03 00:00:00","","CATEX"
"1192","Northern Mariana Islands","","HMGP","DR-1192-0003-R","","","205.8: Retrofitting Public Structures - Wind","Harden Communications Tower Building","NOT APPLICABLE","Approved","COMMONWEALTH UTILITY","0.89999778","121605","135135","121605","13512","","","1999/01/26 00:00:00","2000/06/05 00:00:00","","","1998/10/02 00:00:00","","CATEX"
"1192","Northern Mariana Islands","","HMGP","DR-1192-0005-R","","","205.8: Retrofitting Public Structures - Wind","Administration Buildings Typhoon Shutters","NOT APPLICABLE","Approved","COMMONWEALTH UTILITY","0.89999717","95253","105837","95253","10584","","","1999/01/22 00:00:00","2001/04/20 00:00:00","","","1998/10/02 00:00:00","","CATEX"
"854","Northern Mariana Islands","Saipan","HMGP","DR-0854-0003-R","","","400.1: Utility Protective Measures (Electric, Gas, etc.)","HARDENING OF TRANSMISSION TOWER","SAIPAN","Closed","OFFICE OF CIVIL DEFENSE","0.24999248","99678","398724","99678","299046","","","1994/06/29 00:00:00","1997/11/13 00:00:00","","","1994/05/25 00:00:00","","CATEX"
"854","Northern Mariana Islands","","HMGP","DR-0854-0002-R","","","400.1: Utility Protective Measures (Electric, Gas, etc.)","800 MHZ SMARTNET TRUNKED COMMUNICATIONS SYSTEM","CMNI","Void","OFFICE OF CIVIL DEFENSE","","","","","","","","","2006/01/10 00:00:00","","","1993/10/14 00:00:00","","N/A"
"854","Northern Mariana Islands","Saipan","HMGP","DR-0854-0001-R","","","403.4: Stormwater Management - Detention/Retention Basins","REHAB OF RAINWATER CATCHMENT FACILITY","SAIPAN","Void","COMMONWEALTH UTILITY","","","","","","","","","2006/01/10 00:00:00","","","1993/10/14 00:00:00","","N/A"
"1529","California","San Joaquin","HMGP","DR-1529-0003-P","3","Dam/Levee Break","91.1: Local Multihazard Mitigation Plan","San Joaquin County Operational Area Local Hazard Mitigation Plan","SAN JOAQUIN","Closed","San Joaquin (County)","0.75","64185.75","85581","64186","21395","2005/04/21 00:00:00","","2007/05/07 00:00:00","2011/01/26 00:00:00","No","","2007/05/07 00:00:00","2007/05/07 00:00:00","CATEX"
"1810","California","Santa Barbara","HMGP","DR-1810-0007-P","18","","91.1: Local Multihazard Mitigation Plan","Santa Barbara Plan Update","SANTA BARBARA","Closed","Santa Barbara (County)","0.75","167174.25","222899","167174","55725","2010/08/19 00:00:00","","2012/04/10 00:00:00","2012/08/14 00:00:00","No","","2012/04/10 00:00:00","2012/04/10 00:00:00","CATEX"
"1810","California","Riverside","HMGP","DR-1810-0008-P","17","","91.1: Local Multihazard Mitigation Plan","Riverside County Operational Area Multi-Jurisdictional Local Hazard Mitigation","RIVERSIDE","Closed","RIVERSIDE COUNTY FIRE DEPT","0.75","141049.5","188066","141050","47016","2010/08/19 00:00:00","","2013/03/13 00:00:00","2014/04/18 00:00:00","No","","2013/03/12 00:00:00","2013/03/12 00:00:00","CATEX"
"1529","California","San Luis Obispo","HMGP","DR-1529-0002-P","39","Other (Specify in Comments)","91.1: Local Multihazard Mitigation Plan","Paso Robles Joint USD Local HM Plan","SAN LUIS OBISPO","Closed","PASO ROBLES JOINT UNIFIED SCHOOL DISTRICT","0.75","14544","19392","14544","4848","2005/04/21 00:00:00","","2007/03/06 00:00:00","2007/03/06 00:00:00","No","","2007/03/05 00:00:00","2007/03/05 00:00:00","CATEX"
"1541","Northern Mariana Islands","Tinian","HMGP","DR-1541-0004-R","4","Typhoon","205.8: Retrofitting Public Structures - Wind","Tinian-DCCA Harden Butler Roof and Shutters Project","TINIAN","Closed","DEPT OF COMMUNITY & CULTURAL AFFAIRS","0.9","138544.2","153938","138543","15394","2006/07/10 00:00:00","","2014/04/15 00:00:00","2014/04/15 20:23:16","No","","2014/04/15 00:00:00","2014/04/15 00:00:00","CATEX"
"1446","Guam","Guam","HMGP","DR-1446-0034-F","36","","100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)","5% Initiative for Public Awareness Activities","GUAM","Closed","CIVIL DEFENSE (EMERGENCY SERVICES OFFICE)","0.9","201361.5","223735","201361","22373","2004/11/23 00:00:00","","2011/09/30 00:00:00","2013/12/02 20:45:24","No","","2011/09/07 00:00:00","2011/09/07 00:00:00","CATEX"
"4434","California","Sonoma","HMGP","DR-4434-0007-P","33","Flood","95.2: Planning Related Activities","7% RRCSD Pipeline Crossing Vulnerability Assessment","SONOMA","Approved","RUSSIAN RIVER COUNTY SANITATION DISTRICT","0.7499985","125000","166667","125000","41667","2020/10/05 00:00:00","","2021/12/17 00:00:00","","No","No","2021/12/13 00:00:00","2021/12/13 00:00:00","CATEX"
"4382","California","Los Angeles","HMGP","DR-4382-0025-P","172","","95.2: Planning Related Activities","7% Rolling Hills, City of, Community Wildfire Protection Plan","LOS ANGELES","Closed","Rolling Hills","0.75","123750","165000","0","41250","2020/06/16 00:00:00","","2020/06/16 00:00:00","2020/09/08 00:00:00","No","No","2020/06/11 00:00:00","2019/08/02 00:00:00","CATEX"
"1660","Arizona","Navajo","HMGP","DR-1660-0004-R","5","Flood","404.1: Localized Flood Control System to Protect Critical Facility","Town of Snowflake, Snowflake  Flood Control","NAVAJO","Closed","Snowflake","0.5328982","958093.94","1797893","958094","839799","2010/10/26 00:00:00","","2015/10/05 00:00:00","2015/10/13 00:00:00","No","","2015/10/05 00:00:00","2015/10/05 00:00:00","EA"
"4193","California","Napa","HMGP","DR-4193-0002-R","436","Earthquake","205.4: Non Structural Retrofitting/Rehabilitating Public Structures - Seismic; 205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","American Canyon, CA Wastewater Pump Station Retrofit","NAPA","Closed","American Canyon","0.75","150000","200000","150000","50000","2016/02/24 00:00:00","","2016/02/24 00:00:00","2018/10/11 00:00:00","No","No","2015/09/29 00:00:00","2015/06/22 00:00:00","EA"
"845","California","Alameda","HMGP","DR-0845-0084-R","","","205.4: Non Structural Retrofitting/Rehabilitating Public Structures - Seismic","RETROFITTING COMM HEALTH CENTER-MODEL PROJECT","ALAMEDA","Closed","La Clinica De La Raz","0.49998624","18173","36347","18173","18174","","","1992/04/09 00:00:00","1996/05/14 00:00:00","","","1992/03/10 00:00:00","","CATEX"
"845","California","Alameda","HMGP","DR-0845-0093-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","2140 DWIGHT WAY SHELTER","ALAMEDA","Closed","Berkeley","0.13741657","175000","1273500","175000","1098500","","","1992/02/19 00:00:00","1995/12/27 00:00:00","","","1992/01/16 00:00:00","","CATEX"
"845","California","Alameda","HMGP","DR-0845-0117-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","MLKING, JR., CIVIC CENTER BUILDING SEISMIC UPGRADE","ALAMEDA","Closed","Berkeley","0.5","5552541","11105082","5552541","5552541","","","1995/07/18 00:00:00","2002/05/17 00:00:00","","","1995/07/07 00:00:00","","CATEX"
"845","California","Alameda","HMGP","DR-0845-0092-R","","","205.5: Structural Retrofitting/Rehabilitating Private Structures - Seismic","STARK HOTEL","ALAMEDA","Withdrawn","Berkeley","0","0","0","0","0","","","1992/02/19 00:00:00","1994/06/15 00:00:00","","","1992/01/16 00:00:00","","N/A"
"845","California","Alameda","HMGP","DR-0845-0056-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","RECONSTRUCTION PROGRAM/HISTORIC LANDMARK, 1ST UNITARIAN","ALAMEDA","Closed","First Unitarian Church ","0.5","1356837","2713674","1356837","1356837","","","1992/07/09 00:00:00","1999/09/08 00:00:00","","","1992/06/23 00:00:00","","FONSI"
"845","California","Contra Costa","HMGP","DR-0845-0065-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","STRUCTURAL UPGRADE OF MARTINEZ CITY HALL","CONTRA COSTA","Closed","MARTINEZ","0.5","1777787","5039217","1777787","1777787","","","1992/06/15 00:00:00","1995/07/20 00:00:00","","","1992/05/15 00:00:00","","CATEX"
"845","California","Contra Costa","HMGP","DR-0845-0112-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","MT. DIABLO MEDICAL CTR. EAST TOWER REINFORCEMENT","CONTRA COSTA","Withdrawn","MT. DIABLO HOSPITAL ","","","","","","","","","1995/10/19 00:00:00","","","1995/02/18 00:00:00","","N/A"
"845","California","Contra Costa","HMGP","DR-0845-0008-R","","","205.4: Non Structural Retrofitting/Rehabilitating Public Structures - Seismic","SEISMIC UPGRADE TO COMMUNCIATION/DISPATCH CENTER","CONTRA COSTA","Closed","CONTRA COSTA COUNTY","0.5","49869","99738","49869","49869","","","1992/05/01 00:00:00","1995/06/27 00:00:00","","","1990/12/17 00:00:00","","CATEX"
"845","California","Contra Costa","HMGP","DR-0845-0048-R","","","100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)","EMERGENCY PUBLIC INFORMATION","CONTRA COSTA","Closed","CONTRA COSTA COUNTY","0.5","17664","35328","17664","17664","","","1991/02/21 00:00:00","1995/06/05 00:00:00","","","1990/12/17 00:00:00","","CATEX"
"845","California","Marin","HMGP","DR-0845-0075-R","","","205.3: Non Structural Retrofitting/Rehabilitating Private Structures - Seismic","SEISMIC RETROFIT OF PSB DISPATCH CENTER","MARIN","Withdrawn","MILL VALLEY","0","0","0","0","0","","","","1994/09/20 00:00:00","","","1992/05/18 00:00:00","","CATEX"
"845","California","Monterey","HMGP","DR-0845-0108-R","","","401.1: Water and Sanitary Sewer System Protective Measures","CASTROVILLE CO WATER STORAGE TANK","MONTEREY","Withdrawn","Castroville County Water District","0","0","0","0","0","","","","1997/04/16 00:00:00","","","1995/02/18 00:00:00","","N/A"
"845","California","Monterey","HMGP","DR-0845-0029-R","","","601.1: Generators","BACK-UP EMERGENCY POWER FOR CAD SYSTEM","MONTEREY","Not Approved / Denied","MONTEREY COUNTY","","","","","","","","","1996/04/15 00:00:00","","","1991/03/26 00:00:00","","N/A"
